# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_2300_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 2300 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
2300,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2301,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2302,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2303,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2304,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2305,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2306,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2307,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2308,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2309,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2310,1.000000,1.000000,0.909091,0.909091,1.000000,1.000000,0.000000,0.000000
2399,0.930000,0.930000,0.950000,0.950000,0.860669,0.860669,0.899518,0.899518
2599,0.850000,0.810000,0.973333,0.985000,0.701802,0.628906,0.945973,0.968685
