# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_1200_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 1200 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
1200,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1201,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1202,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1203,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1204,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1205,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1399,0.925000,0.925000,0.955000,0.955000,0.798712,0.798712,0.875965,0.875965
1599,0.942500,0.960000,0.942500,0.930000,0.841924,0.887213,0.838596,0.799743
1799,0.891667,0.790000,0.938333,0.930000,0.762096,0.583870,0.858161,0.860042
1999,0.836250,0.670000,0.915000,0.845000,0.658267,0.397645,0.808148,0.668094
2199,0.816000,0.735000,0.903000,0.855000,0.609001,0.388556,0.775917,0.627249
2399,0.828333,0.890000,0.890833,0.830000,0.644113,0.779116,0.762707,0.655870
2599,0.827143,0.820000,0.894286,0.915000,0.645397,0.648437,0.772421,0.825462
2799,0.829375,0.845000,0.896875,0.915000,0.652226,0.690062,0.782203,0.830102
2999,0.836667,0.895000,0.906667,0.985000,0.663904,0.749044,0.799582,0.959173
3199,0.832500,0.795000,0.912500,0.965000,0.658639,0.606072,0.813394,0.928789
3399,0.841364,0.930000,0.912727,0.915000,0.679896,0.851836,0.817342,0.824670
3599,0.846250,0.900000,0.911667,0.900000,0.688579,0.782798,0.813929,0.766355
3799,0.847308,0.860000,0.909231,0.880000,0.685136,0.387443,0.804944,0.501558
3999,0.856429,0.975000,0.911071,0.935000,0.703795,0.948454,0.809441,0.865145
4199,0.861000,0.925000,0.911333,0.915000,0.710961,0.814264,0.808754,0.791411
4399,0.855313,0.770000,0.910312,0.895000,0.695068,0.298780,0.804962,0.725131
4599,0.854706,0.845000,0.913235,0.960000,0.696867,0.689192,0.813358,0.919960
4799,0.856111,0.880000,0.914167,0.930000,0.700161,0.754601,0.815883,0.856204
4999,0.857368,0.880000,0.911579,0.865000,0.699818,0.633252,0.808485,0.596292
5199,0.853500,0.780000,0.912250,0.925000,0.694332,0.571651,0.811206,0.849880
5399,0.847381,0.725000,0.904286,0.745000,0.681264,0.431583,0.794010,0.465969
5599,0.848864,0.880000,0.904773,0.915000,0.683364,0.728997,0.794722,0.809716
5799,0.840870,0.665000,0.905000,0.910000,0.669493,0.373949,0.796268,0.820699
5999,0.842083,0.870000,0.903125,0.860000,0.671550,0.719586,0.792151,0.696312
6199,0.844400,0.900000,0.903200,0.905000,0.678307,0.793495,0.794279,0.803516
6399,0.839231,0.710000,0.903846,0.920000,0.668868,0.456267,0.795772,0.832688
6599,0.840000,0.860000,0.902593,0.870000,0.668622,0.610245,0.791970,0.642464
6799,0.842321,0.905000,0.901964,0.885000,0.673483,0.804808,0.791090,0.765736
6999,0.843276,0.870000,0.901379,0.885000,0.675324,0.730542,0.790100,0.762593
7199,0.840167,0.750000,0.898333,0.810000,0.668106,0.465355,0.783716,0.603837
7399,0.836613,0.730000,0.892903,0.730000,0.661571,0.486692,0.773429,0.476338
7599,0.836562,0.835000,0.890000,0.800000,0.661349,0.660214,0
